tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 48967, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 48968, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Allied Lines', 48969, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 48970, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Condominium Unit Owners', 48971, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 48972, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Dwelling/Fire', 48973, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 48974, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 48975, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Excess Private Flood', 48976, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Farmowners', 48977, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 48978, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 48979, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Mobile Homeowners', 48980, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Mobile Homeowners - WIND ONLY', 48981, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Primary Private Flood', 48982, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Tenants', 48983, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Okeechobee', 'Personal Residential - Tenants - WIND ONLY', 48984, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'All', 48985, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 48986, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 48987, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 48988, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - Allied Lines (Condo Associations Only)', 48989, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 48990, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - CMP (Condo Associations Only)', 48991, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - CMP (Excl Condo Associations)', 48992, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 48993, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 48994, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Allied Lines', 48995, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 48996, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Condominium Unit Owners', 48997, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 48998, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Dwelling/Fire', 48999, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49000, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49001, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Excess Private Flood', 49002, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Farmowners', 49003, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49004, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49005, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Mobile Homeowners', 49006, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49007, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Primary Private Flood', 49008, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Tenants', 49009, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Orange', 'Personal Residential - Tenants - WIND ONLY', 49010, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'All', 49011, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49012, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49013, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49014, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49015, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49016, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - CMP (Condo Associations Only)', 49017, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - CMP (Excl Condo Associations)', 49018, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49019, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49020, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Allied Lines', 49021, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49022, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Condominium Unit Owners', 49023, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49024, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Dwelling/Fire', 49025, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49026, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49027, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Excess Private Flood', 49028, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Farmowners', 49029, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49030, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49031, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Mobile Homeowners', 49032, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49033, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Primary Private Flood', 49034, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Tenants', 49035, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Osceola', 'Personal Residential - Tenants - WIND ONLY', 49036, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'All', 49037, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49038, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49039, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49040, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49041, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49042, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - CMP (Condo Associations Only)', 49043, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - CMP (Excl Condo Associations)', 49044, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49045, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49046, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Allied Lines', 49047, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49048, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Condominium Unit Owners', 49049, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49050, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Dwelling/Fire', 49051, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49052, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49053, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Excess Private Flood', 49054, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Farmowners', 49055, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49056, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49057, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Mobile Homeowners', 49058, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49059, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Primary Private Flood', 49060, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Tenants', 49061, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Palm Beach', 'Personal Residential - Tenants - WIND ONLY', 49062, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'All', 49063, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49064, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49065, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49066, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49067, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49068, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - CMP (Condo Associations Only)', 49069, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - CMP (Excl Condo Associations)', 49070, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49071, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49072, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Allied Lines', 49073, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49074, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Condominium Unit Owners', 49075, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49076, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Dwelling/Fire', 49077, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49078, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49079, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Excess Private Flood', 49080, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Farmowners', 49081, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49082, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49083, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Mobile Homeowners', 49084, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49085, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Primary Private Flood', 49086, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Tenants', 49087, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pasco', 'Personal Residential - Tenants - WIND ONLY', 49088, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'All', 49089, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49090, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49091, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49092, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49093, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49094, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - CMP (Condo Associations Only)', 49095, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - CMP (Excl Condo Associations)', 49096, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49097, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49098, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Allied Lines', 49099, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49100, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Condominium Unit Owners', 49101, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49102, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Dwelling/Fire', 49103, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49104, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49105, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Excess Private Flood', 49106, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Farmowners', 49107, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49108, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49109, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Mobile Homeowners', 49110, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49111, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Primary Private Flood', 49112, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Tenants', 49113, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Pinellas', 'Personal Residential - Tenants - WIND ONLY', 49114, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'All', 49115, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49116, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49117, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49118, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49119, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49120, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - CMP (Condo Associations Only)', 49121, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - CMP (Excl Condo Associations)', 49122, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49123, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49124, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Allied Lines', 49125, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49126, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Condominium Unit Owners', 49127, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49128, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Dwelling/Fire', 49129, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49130, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49131, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Excess Private Flood', 49132, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Farmowners', 49133, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49134, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49135, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Mobile Homeowners', 49136, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Mobile Homeowners - WIND ONLY', 49137, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Primary Private Flood', 49138, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Tenants', 49139, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Polk', 'Personal Residential - Tenants - WIND ONLY', 49140, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'All', 49141, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 49142, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 49143, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 49144, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - Allied Lines (Condo Associations Only)', 49145, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 49146, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - CMP (Condo Associations Only)', 49147, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - CMP (Excl Condo Associations)', 49148, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 49149, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 49150, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Allied Lines', 49151, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 49152, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Condominium Unit Owners', 49153, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 49154, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Dwelling/Fire', 49155, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 49156, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 49157, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Excess Private Flood', 49158, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Farmowners', 49159, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 49160, 10)"
"('2018', 'Quarter 4 (10/01/2018-12/31/2018)', 'Putnam', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 49161, 10)"
